artwork_id,catalog_title,catalog_artist,object_type,source_provider,source_page,source_identifier,source_filename,local_cached_asset_path,rights_status,license,match_method,wikidata_label,wikidata_inventory,wikidata_p18,wikidata_louvre_linked,identity_evidence,identity_status,token_overlap,title_overlap
cl010113609,Tableau-reliquaire de la Vraie Croix et couvercle à glissière,Anonyme,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Reliquary_True_Cross_Louvre_OA8099.jpg,Q19753135,Reliquary_True_Cross_Louvre_OA8099.jpg,exports\louvre\recognition_assets\cache\cl010113609.jpg,APPROVED,Public domain,wikidata_p217_inventory_exact,Tableau-reliquaire de la Vraie Croix et couvercle à glissière,OA 8099,Reliquary True Cross Louvre OA8099.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.2727,0.5455
cl010059916,Saint Jérôme en prière dans une grotte,"Slingelandt, Pieter Cornelisz. van",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Saint_Jerome_en_priere_dans_une_grotte.jpg,Q29655698,Saint_Jerome_en_priere_dans_une_grotte.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Saint Jérôme en prière dans une grotte,RF 758,Saint Jerome en priere dans une grotte.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.8182,1.0
cl010060318,Une soirée. Batelier amarré à la rive,"Corot, Jean-Baptiste Camille",,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:Camille_corot,_una_serata,_battello_ormeggiato_a_riva,_ante_1855.jpg",Q17496042,"Camille_corot,_una_serata,_battello_ormeggiato_a_riva,_ante_1855.jpg",,APPROVED,Public domain,wikidata_p217_inventory_exact,An evening. Boatman moored,RF 1779,"Camille corot, una serata, battello ormeggiato a riva, ante 1855.jpg",False,insufficient strong identity evidence,UNRESOLVED,0.0952,0.0
cl010060940,"La Lecture du bréviaire, le soir","Spitzweg, Carl",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Das_Abendbrevier.jpg,Q29644973,Das_Abendbrevier.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,"Reading the Breviary, The Evening",RF 1988 53;RF 1988-53,Das Abendbrevier.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.1667,0.0
cl010062119,Les Voyageurs élégants,"Both, Jan Dirksz.",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Jan_Both_-_Landscape_with_a_Peasant_Woman_on_a_Mule_-_WGA2678.jpg,Q19917780,Jan_Both_-_Landscape_with_a_Peasant_Woman_on_a_Mule_-_WGA2678.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Landscape with Travellers,INV 1065;MR 571,Jan Both - Landscape with a Peasant Woman on a Mule - WGA2678.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.1538,0.0
cl010062441,Le Jugement de Salomon,"Poussin, Nicolas",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Le_Jugement_de_Salomon_-_1649_-_Nicolas_Poussin_-_Louvre_-_INV_7277_;_MR_2316_(2).jpg,Q2502068,Le_Jugement_de_Salomon_-_1649_-_Nicolas_Poussin_-_Louvre_-_INV_7277_;_MR_2316_(2).jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,The Judgment of Solomon,INV 7277;MR 2316,Le Jugement de Salomon - 1649 - Nicolas Poussin - Louvre - INV 7277 ; MR 2316 (2).jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.3077,0.1818
cl010062480,"Portrait de famille dans un intérieur, dit autrefois La Famille du Peintre","Ostade, Adriaen van",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Adriaen_van_Ostade_-_Portrait_of_a_Family_-_WGA16749.jpg,Q27614399,Adriaen_van_Ostade_-_Portrait_of_a_Family_-_WGA16749.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Family Portrait,INV 1679;MR 903,Adriaen van Ostade - Portrait of a Family - WGA16749.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.3077,0.0909
cl010062579,Le Toit à porcs,"Ostade, Isaack van",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Le_Toit_%C3%A0_porcs_-_Isaac_van_Ostade_-_Mus%C3%A9e_du_Louvre.jpg,Q29655969,Le_Toit_à_porcs_-_Isaac_van_Ostade_-_Musée_du_Louvre.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Le Toit à porcs,MI 950,Le Toit à porcs - Isaac van Ostade - Musée du Louvre.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.4,0.2857
cl010064427,La Vierge et l'Enfant à la colombe,"Piero di Cosimo (Piero di Lorenzo, dit)",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Vierge_et_l%27Enfant_%C3%A0_la_colombe_-_Piero_di_Cosimo_-_Mus%C3%A9e_du_Louvre_Peintures_INV_817_;_MR_241.jpg,Q3558023,Vierge_et_l'Enfant_à_la_colombe_-_Piero_di_Cosimo_-_Musée_du_Louvre_Peintures_INV_817_;_MR_241.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Madonna and Child with a Dove - Piero di Cosimo - Louvre INV 817,INV 817;MR 241,Vierge et l'Enfant à la colombe - Piero di Cosimo - Musée du Louvre Peintures INV 817 ; MR 241.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.375,0.2143
cl010064748,Victor-Abel de Salle (1776-1864),"Pagnest, Amable Louis Claude",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Amable_Louis_Claude_Pagnest_-_G%C3%A9n%C3%A9ral_Victor_Abel_baron_de_Salle_(1776-1864).jpg,Q29842374,Amable_Louis_Claude_Pagnest_-_Général_Victor_Abel_baron_de_Salle_(1776-1864).jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Victor Abel de Salle,MI 789,Amable Louis Claude Pagnest - Général Victor Abel baron de Salle (1776-1864).jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.6923,0.4545
cl010066111,Saint Jean baptisant le peuple,"Poussin, Nicolas",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Nicolas_Poussin_-_St_John_the_Baptist_Baptizes_the_People_-_WGA18294.jpg,Q19318315,Nicolas_Poussin_-_St_John_the_Baptist_Baptizes_the_People_-_WGA18294.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Saint John Baptising the People,INV 7287;MR 2319,Nicolas Poussin - St John the Baptist Baptizes the People - WGA18294.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.2143,0.0833
cl010066368,"Mesdemoiselles Chassériau, dit aussi Les deux soeurs. Marie-Antoinette-Adèle (1810-1869) et Geneviève (Aline) Chassériau (1822-1871), soeurs de l'artiste.","Chassériau, Théodore",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Th%C3%A9odore_Chass%C3%A9riau_-_Mesdemoiselles_Chass%C3%A9riau_(Louvre_RF_2214)_0000787160_OG.JPG,Q5971073,Théodore_Chassériau_-_Mesdemoiselles_Chassériau_(Louvre_RF_2214)_0000787160_OG.JPG,,APPROVED,Public domain,wikidata_p217_inventory_exact,The Two Sisters,RF 2214,Théodore Chassériau - Mesdemoiselles Chassériau (Louvre RF 2214) 0000787160 OG.JPG,False,insufficient strong identity evidence,UNRESOLVED,0.1304,0.0952
cl010066788,Le Défi des Piérides,"Rosso Fiorentino (Giovanni Battista di Jacopo, dit)",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Rosso_Fiorentino_-_The_Contest_of_the_Pierides_-_WGA20139.jpg,Q18572281,Rosso_Fiorentino_-_The_Contest_of_the_Pierides_-_WGA20139.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,The Challenge of the Pierides,INV 595;MR 69,Rosso Fiorentino - The Contest of the Pierides - WGA20139.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.25,0.1429
cl010077821,Ruth et Noémi,"Scheffer, Ary",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Ruth_et_No%C3%A9mi_-_Ary_Scheffer_-_Mus%C3%A9e_du_Louvre_Peintures_RF_2013_4.jpg,Q115670378,Ruth_et_Noémi_-_Ary_Scheffer_-_Musée_du_Louvre_Peintures_RF_2013_4.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,"Ruth et Noemi, 1855",RF 2013 4,Ruth et Noémi - Ary Scheffer - Musée du Louvre Peintures RF 2013 4.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.5,0.2222
cl010059216,Étienne Jeaurat.,"Greuze, Jean-Baptiste",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Sailor_Houy_worshipping_Osiris-C_52-IMG_0264.JPG,Q58210542,Sailor_Houy_worshipping_Osiris-C_52-IMG_0264.JPG,,APPROVED,CC BY-SA 3.0 fr,wikidata_p217_inventory_exact,Sailor Houy worshipping Osiris-C 52,C 52,Sailor Houy worshipping Osiris-C 52-IMG 0264.JPG,False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010059281,Bélisaire demandant l'aumône,"David, Jacques-Louis",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Louvre_david_belisaire_reconnu.JPG,Q29862495,Louvre_david_belisaire_reconnu.JPG,,APPROVED,Public domain,wikidata_p217_inventory_exact,Belisarius Begging for Alms,INV 3694;MR 1440,Louvre david belisaire reconnu.JPG,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.2857,0.1
cl010060320,Gibier et attirail de chasse découvert par un chat,"Fyt, Jan",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Joannes_Fijt_-_Game_and_Hunting_Gear_Discovered_by_a_Cat_-_WGA08351.jpg,Q29656643,Joannes_Fijt_-_Game_and_Hunting_Gear_Discovered_by_a_Cat_-_WGA08351.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Game and Hunting Gear Discovered by a Cat,MI 922,Joannes Fijt - Game and Hunting Gear Discovered by a Cat - WGA08351.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.1111,0.0
cl010060584,La Sainte Famille avant le retour d'Egypte,"Le Brun, Charles",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Sleeping_satyr_Bouchardon_Louvre_MR1921.jpg,Q21281829,Sleeping_satyr_Bouchardon_Louvre_MR1921.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Sleeping satyr,MR 1921,Sleeping satyr Bouchardon Louvre MR1921.jpg,False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010060639,Vénus présente l'Amour à Jupiter,"Le Sueur, Eustache",,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:Eustache_Le_Sueur._Life_of_Cupid_-_Venus_Presents_Cupid_to_Jupiter,_1646-1647.jpg",Q29846221,"Eustache_Le_Sueur._Life_of_Cupid_-_Venus_Presents_Cupid_to_Jupiter,_1646-1647.jpg",,APPROVED,Public domain,wikidata_p217_inventory_exact,Vénus présente l'amour à Jupiter,INV 8051;MR 2059,"Eustache Le Sueur. Life of Cupid - Venus Presents Cupid to Jupiter, 1646-1647.jpg",False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.4615,0.3636
cl010060677,Paysage au pont,"Swanevelt, Herman van",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Francin_-_Christ_%C3%A0_la_colonne_02.jpg,Q19405063,Francin_-_Christ_à_la_colonne_02.jpg,,APPROVED,CC BY-SA 4.0,wikidata_p217_inventory_exact,"Christ à la colonne, Francin",MR 1856,Francin - Christ à la colonne 02.jpg,False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010061079,Le Christ parmi les docteurs,"Serodine, Giovanni",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:G_Serodine_Cristo_entre_los_doctores_1625_Louvre.jpg,Q18572310,G_Serodine_Cristo_entre_los_doctores_1625_Louvre.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Christ among the Doctors,RF 1983 4;RF 1983-4,G Serodine Cristo entre los doctores 1625 Louvre.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.2,0.0833
cl010061954,Le Christ en croix,"Tournier, Nicolas",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Nicolas_Tournier_-_Crucifixion_-_WGA23037.jpg,Q19820123,Nicolas_Tournier_-_Crucifixion_-_WGA23037.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,"Christ on the Cross, Mary, Mary Magdelene, Saint John and Saint Francis of Paola",INV 20007,Nicolas Tournier - Crucifixion - WGA23037.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.2,0.0769
cl010062006,Henri IV faisant entrer des vivres dans Paris (août 1590),"Vincent, François-André",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Fran%C3%A7ois-Andr%C3%A9_Vincent_-_Henri_IV_faisant_entrer_des_vivres_dans_Paris.jpg,Q19006477,François-André_Vincent_-_Henri_IV_faisant_entrer_des_vivres_dans_Paris.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Henri IV faisant entrer des vivres dans Paris,INV 8458;MR 2689,François-André Vincent - Henri IV faisant entrer des vivres dans Paris.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.6923,0.5455
cl010062115,Paysage traversé par une rivière avec quatre mulets chargés et trois bohémiennes,"Momper, Joos de",,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:MuMA_-_Boudin_-_Venise,_la_Piazzetta_vue_du_Grand_Canal.JPG",Q18918082,"MuMA_-_Boudin_-_Venise,_la_Piazzetta_vue_du_Grand_Canal.JPG",,APPROVED,Public domain,wikidata_p217_inventory_exact,"Venice, the Piazzetta Seen from the Canal Grande",B 219,"MuMA - Boudin - Venise, la Piazzetta vue du Grand Canal.JPG",False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010062364,Hersilie séparant Romulus et Tatius,"Le Guerchin (Barbieri, Giovanni Francesco, dit Il Guercino)",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Guercino_Romolo_Tazio.jpg,Q18572413,Guercino_Romolo_Tazio.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Hersilia Separating Romulus and Tatius,INV 85;MR 266,Guercino Romolo Tazio.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.2,0.2222
cl010062670,Le Pont du Rialto à Venise,"Guardi, Francesco",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Pont_du_Rialto_Guardi_Louvre_RF1961-44.jpg,Q19009689,Pont_du_Rialto_Guardi_Louvre_RF1961-44.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,The Rialto Bridge in Venice,RF 1961 44;RF 1961-44,Pont du Rialto Guardi Louvre RF1961-44.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.25,0.25
cl010065806,Phèdre et Hippolyte,"Guérin, Pierre-Narcisse",,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:Ph%C3%A8dre_et_Hippolyte,_par_Pierre-Narcisse_Gu%C3%A9rin.jpg",Q29855478,"Phèdre_et_Hippolyte,_par_Pierre-Narcisse_Guérin.jpg",,APPROVED,Public domain,wikidata_p217_inventory_exact,Phèdre et Hippolyte,INV 5182;MR 1791,"Phèdre et Hippolyte, par Pierre-Narcisse Guérin.jpg",False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.625,0.3333
cl010066306,Deux singes pillant une corbeille de fruits,"Snyders, Frans",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Frans_Snyders_-_Two_monkeys_raiding_a_fruit_basket.jpg,Q27039164,Frans_Snyders_-_Two_monkeys_raiding_a_fruit_basket.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Two monkeys raiding a fruit basket,RF 3046,Frans Snyders - Two monkeys raiding a fruit basket.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.1429,0.0
cl010066538,La pêcheuse,"Puvis de Chavannes, Pierre",,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:Pierre_puvis_de_chavannes,_la_pescatrice.jpg",Q29654874,"Pierre_puvis_de_chavannes,_la_pescatrice.jpg",,APPROVED,CC BY 3.0,wikidata_p217_inventory_exact,La Pêcheuse,RF 1961 68;RF 1961-68,"Pierre puvis de chavannes, la pescatrice.jpg",False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.5,0.2
cl010060866,Sainte Madeleine méditant dans la solitude,"Werff, Adriaen van der",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Adriaen_van_der_Werff_-_Sainte_Madeleine_m%C3%A9ditant_dans_la_solitude_0000141676_OG.JPG,Q29655518,Adriaen_van_der_Werff_-_Sainte_Madeleine_méditant_dans_la_solitude_0000141676_OG.JPG,,APPROVED,Public domain,wikidata_p217_inventory_exact,Penitent Magdalene reading,INV 1943;MR 1103,Adriaen van der Werff - Sainte Madeleine méditant dans la solitude 0000141676 OG.JPG,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.5625,0.3846
cl010063603,Rome.,"Corot, Jean-Baptiste Camille",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Corot_-_Rome._RF_2605_F.jpg,Q29862764,Corot_-_Rome._RF_2605_F.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Rome,RF 2605 F,Corot - Rome. RF 2605 F.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.625,0.3333
cl010063622,Le lac de Némi,"Corot, Jean-Baptiste Camille",,wikimedia_commons,"https://commons.wikimedia.org/wiki/File:Corot_-_Le_lac_de_N%C3%A9mi,_Vers_1844.jpg",Q29862746,"Corot_-_Le_lac_de_Némi,_Vers_1844.jpg",,APPROVED,Public domain,wikidata_p217_inventory_exact,Lake Nemi,RF 2605 C,"Corot - Le lac de Némi, Vers 1844.jpg",False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.5455,0.3333
cl010093027,Double base à griffes et colonnettes,France Île-de-France,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Hendrik_Willem_Mesdag_-_Boten_op_zee_bij_ondergaande_zon_-_RF_497_-_Mus%C3%A9e_d%27Orsay.jpg,Q17495641,Hendrik_Willem_Mesdag_-_Boten_op_zee_bij_ondergaande_zon_-_RF_497_-_Musée_d'Orsay.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Boats at sea with setting sun,RF 497,Hendrik Willem Mesdag - Boten op zee bij ondergaande zon - RF 497 - Musée d'Orsay.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010093718,Scipion,Italie Toscane Florence,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Le_Cort%C3%A8ge_de_Th%C3%A9tis_-_Bartolomeo_di_Giovanni_-_Mus%C3%A9e_du_Louvre_Peintures_RF_1347.jpg,Q18565837,Le_Cortège_de_Thétis_-_Bartolomeo_di_Giovanni_-_Musée_du_Louvre_Peintures_RF_1347.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Procession of Thetis,RF 1347,Le Cortège de Thétis - Bartolomeo di Giovanni - Musée du Louvre Peintures RF 1347.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010094016,Partie gauche d’un linteau décoré de l’Agneau divin (autrefois au centre) et portant une inscription,France Midi,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Monet_Zaandam_1871_Musee_d%27Orsay.jpg,Q17496194,Monet_Zaandam_1871_Musee_d'Orsay.jpg,,APPROVED,CC BY 3.0,wikidata_p217_inventory_exact,Zaandam,RF 1673,Monet Zaandam 1871 Musee d'Orsay.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010094252,Prince triomphant accueilli par une femme à l'entrée d'une ville,États latins d'Orient,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:%C3%89douard_Manet_-_Madame_Manet_ou_Piano.jpg,Q3505997,Édouard_Manet_-_Madame_Manet_ou_Piano.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Suzanne Manet Playing the Piano,RF 1994,Édouard Manet - Madame Manet ou Piano.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010094718,La Sibylle Libyque (?),France Champagne,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:La_Sibylle_Libyque_-_Mus%C3%A9e_du_Louvre_Sculptures_RF_2816.jpg,Q87453329,La_Sibylle_Libyque_-_Musée_du_Louvre_Sculptures_RF_2816.jpg,,APPROVED,CC0,wikidata_p217_inventory_exact,La Sibylle Libyque (?),RF 2816,La Sibylle Libyque - Musée du Louvre Sculptures RF 2816.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.2,0.3333
cl010095499,Jean de Rostaing en oraison devant une statue de saint Jean-Baptiste,France,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Jean_de_Rostaing_en_oraison_devant_une_statue_de_saint_Jean-Baptiste_-_Mus%C3%A9e_du_Louvre_Sculptures_RF_4587_;_ENT_1996.14.jpg,Q87457704,Jean_de_Rostaing_en_oraison_devant_une_statue_de_saint_Jean-Baptiste_-_Musée_du_Louvre_Sculptures_RF_4587_;_ENT_1996.14.jpg,,APPROVED,CC0,wikidata_p217_inventory_exact,Jean de Rostaing en oraison devant une statue de saint Jean Baptiste,ENT 1996.14;RF 4587,Jean de Rostaing en oraison devant une statue de saint Jean-Baptiste - Musée du Louvre Sculptures RF 4587 ; ENT 1996.14.jpg,False,Wikidata P217 inventory + P18 file + strong title/metadata agreement,VERIFIED,0.381,0.5385
cl010096664,"Coupe du trésor de l'ordre du Saint-Esprit, d'une paire (MR 558)","Collaye, Jacques",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Nicolaes_Berchem_-_Le_Gu%C3%A9_m503604_04-004669_p.jpg,Q29656551,Nicolaes_Berchem_-_Le_Gué_m503604_04-004669_p.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Le Gué,INV 1038;MR 557,Nicolaes Berchem - Le Gué m503604 04-004669 p.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010111772,Coupe couverte : Repas de divinités marines,"Court, Jean",,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Rubens_Selbstbildnis_Siegerlandmuseum.jpg,Q111758773,Rubens_Selbstbildnis_Siegerlandmuseum.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Self-portrait,R 294,Rubens Selbstbildnis Siegerlandmuseum.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010009267,statue naophore ; statue cube,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:James_Ensor_-_Flowers_and_Masks.jpg,Q24056026,James_Ensor_-_Flowers_and_Masks.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Flowers and Masks,A 71,James Ensor - Flowers and Masks.jpg,False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010024883,emblème d'Anouket,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Anuket-N_3534-IMG_7831-gradient.jpg,Q56510891,Anuket-N_3534-IMG_7831-gradient.jpg,,APPROVED,CC BY-SA 3.0 fr,wikidata_p217_inventory_exact,Anuket-N 3534,N 3534,Anuket-N 3534-IMG 7831-gradient.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010037229,sarcophage,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Cercueil_de_Chelidona_-_Mus%C3%A9e_du_Louvre_Antiquit%C3%A9s_%C3%A9gyptiennes_N_2576_B_;_CC_243.jpg,Q119437469,Cercueil_de_Chelidona_-_Musée_du_Louvre_Antiquités_égyptiennes_N_2576_B_;_CC_243.jpg,,APPROVED,CC0,wikidata_p217_inventory_exact,Cercueil de Chelidona,CC 243;N 2576 B,Cercueil de Chelidona - Musée du Louvre Antiquités égyptiennes N 2576 B ; CC 243.jpg,False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory,QUARANTINED_MISMATCH,0.1818,0.0
cl010123045,Tablette : lettre du roi hittite au roi d'Ugarit,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Tablet-AO_21091-IMG_3848-gradient.jpg,Q86702036,Tablet-AO_21091-IMG_3848-gradient.jpg,,APPROVED,CC BY-SA 3.0 fr,wikidata_p217_inventory_exact,Tablet-AO 21091,AO 21091,Tablet-AO 21091-IMG 3848-gradient.jpg,False,old P217 match lacks Louvre collection/location constraint; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010154431,moulage ; relief mural,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Taureau_androc%C3%A9phale_ail%C3%A9_-_Mus%C3%A9e_du_Louvre_Antiquit%C3%A9s_orientales_AO_30043.jpg,Q63677031,Taureau_androcéphale_ailé_-_Musée_du_Louvre_Antiquités_orientales_AO_30043.jpg,,APPROVED,CC0,wikidata_p217_inventory_exact,Reproduction of a winged bull with human head-AO 30043,AO 30043,Taureau androcéphale ailé - Musée du Louvre Antiquités orientales AO 30043.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.1111,0.0
cl010258916,calice,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Bucchero_chalice_Louvre_C627.jpg,Q87715107,Bucchero_chalice_Louvre_C627.jpg,,APPROVED,Public domain,wikidata_p217_inventory_exact,Etruscan bucchero high-legged chalice,C 627,Bucchero chalice Louvre C627.jpg,False,old P217 match lacks Louvre collection/location constraint; Wikidata P217 does not match catalog inventory; source title/filename/attribution disagree with catalog identity,QUARANTINED_MISMATCH,0.0,0.0
cl010267810,olla,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Olla_-_Mus%C3%A9e_du_Louvre_AGER_LL_443_;_N_3108_;_D_20.jpg,Q123894990,Olla_-_Musée_du_Louvre_AGER_LL_443_;_N_3108_;_D_20.jpg,,APPROVED,CC0,wikidata_p217_inventory_exact,Olla avec protomés de têtes animales,D 20;LL 443;N 3108,Olla - Musée du Louvre AGER LL 443 ; N 3108 ; D 20.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.0625,0.1
cl010277053,Aphrodite du type de la Vénus du Capitole,,,wikimedia_commons,https://commons.wikimedia.org/wiki/File:V%C3%A9nus_Borgh%C3%A8se_-_Mus%C3%A9e_du_Louvre_AGER_Ma_335_;_MR_369_;_N_530.jpg,Q13630165,Vénus_Borghèse_-_Musée_du_Louvre_AGER_Ma_335_;_MR_369_;_N_530.jpg,,APPROVED,CC0,wikidata_p217_inventory_exact,Borghese Venus,MR 369;Ma 335,Vénus Borghèse - Musée du Louvre AGER Ma 335 ; MR 369 ; N 530.jpg,False,insufficient strong identity evidence,UNRESOLVED,0.0588,0.0909
